MS Zoning,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Kitchen Qual,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type
FV,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,TA,Typ,BuiltIn,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,Y,WD 
RL,Lvl,Corner,Somerst,PosN,PosN,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,SWISU,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,N,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,FR2,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,ConLD
RL,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Min2,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,PConc,GasA,Y,SBrkr,Ex,Min2,Attchd,Unf,Y,WD 
RL,Lvl,CulDSac,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseA,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,COD
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Plywood,Stone,CBlock,GasA,Y,SBrkr,TA,Min2,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,COD
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,BrkTil,GasA,Y,SBrkr,Ex,Typ,Attchd,Unf,N,WD 
RM,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,COD
FV,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,New
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,Stone,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,N,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,CarPort,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,HLS,Inside,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,FuseA,TA,Typ,Attchd,RFn,N,WD 
RL,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,Timber,Norm,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,PConc,GasA,Y,SBrkr,Gd,Min1,Attchd,Fin,Y,WD 
RL,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,TA,Typ,Basment,Unf,Y,WD 
RL,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,COD
RL,HLS,Inside,StoneBr,PosN,PosN,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Low,Corner,Veenker,Norm,Norm,1Fam,SLvl,Gable,CompShg,WdShing,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Mod,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseA,TA,Typ,Detchd,Unf,N,WD 
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,Y,FuseP,TA,Typ,2Types,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,CBlock,GasA,Y,FuseA,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,AsbShng,AsbShng,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Basment,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,New
RM,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,Gd,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasW,Y,SBrkr,Fa,Typ,Detchd,Unf,N,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,Veenker,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,FR2,Crawfor,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,BuiltIn,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Maj1,Attchd,Fin,Y,WD 
RL,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,WD 
RM,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseP,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,CulDSac,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RM,Lvl,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Fin,Y,WD 
RL,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RM,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,Wood,GasA,Y,SBrkr,TA,Typ,Basment,Fin,Y,WD 
C (all),Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseP,TA,Typ,Detchd,Unf,N,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,TA,Min2,Attchd,RFn,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
FV,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Detchd,Unf,Y,WD 
RL,HLS,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RL,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CBlock,CBlock,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Fin,Y,WD 
RL,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,PConc,GasA,Y,SBrkr,Ex,Mod,BuiltIn,Fin,Y,WD 
RL,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,N,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Gd,Min2,Detchd,Unf,Y,WD 
RM,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Gd,Typ,Attchd,Unf,Y,WD 
RM,Bnk,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,ConLw
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,TA,Typ,Detchd,Fin,Y,WD 
RM,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
RL,Lvl,Corner,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,RFn,Y,WD 
RL,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,TA,Mod,Attchd,Unf,Y,WD 
RL,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,New
RM,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,SBrkr,TA,Typ,Detchd,Unf,P,WD 
RM,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Ex,Typ,Attchd,Fin,Y,WD 
RL,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,New
FV,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,TA,Typ,Attchd,Fin,Y,COD
RL,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
RL,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,Fin,Y,COD
RM,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RM,Lvl,Inside,IDOTRR,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,SBrkr,TA,Typ,Detchd,Unf,N,WD 
RL,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,TA,Typ,Detchd,Unf,Y,WD 
RL,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Gd,Typ,Attchd,RFn,Y,WD 
